anchor_hs4,anchor_product_name_short,anchor_sector,anchor_hs_section_name,anchor_density,anchor_density_percentile,anchor_embeddedness,candidate_hs4,candidate_product_name_short,candidate_sector,candidate_hs_section_name,proximity,proximity_above_country_median,proximity_rank,eligible_candidate_count,pci,cog,distance_travelled,accessible_market_size,accessible_market_size_share,accessible_market_growth_5y,dai_index,dai_percentile,dai_lead,alignment_weighted_percentile,pci_norm,cog_norm,accessible_market_size_norm,accessible_market_growth_norm,nai_norm,attractiveness_score,feasibility_score,combined_score
0201,Beef,Agriculture,1. Live animals; animal products,0.2075846273229386,86.8421052631579,55.48685596554347,0102,Bovine,Agriculture,1. Live animals; animal products,0.37593530376035084,1,3,1065,-1.8721905890311101,0.1673800717057985,3185.4166205729575,2410793.0,1.6912693356553395e-06,-0.004298670155194362,0.7385398157420425,12.903225806451612,-61.29032258064515,12.903225806451612,0.41784825861597114,0.3356941752395032,1.0057631865061022e-05,0.30752046931705906,0.09999999999999998,0.3098694308917546,0.09999999999999998,0.24690860162422823
0201,Beef,Agriculture,1. Live animals; animal products,0.2075846273229386,86.8421052631579,55.48685596554347,8432,Machinery for soil preparation or cultivation,Machinery,"16. Machinery, mechanical appliances and electrical equipment",0.3738180291876641,1,4,1065,2.2376026442910835,0.6556662564677201,3436.404250766662,270216840.0,0.00018956810288966544,0.12363283506856493,1.104858734204967,45.16129032258064,9.677419354838705,45.16129032258064,0.7968350088292413,0.7861449026411779,0.0011273226280564509,0.36946276822690705,0.43333333333333324,0.6096314826428911,0.43333333333333324,0.5567420378500237
0201,Beef,Agriculture,1. Live animals; animal products,0.2075846273229386,86.8421052631579,55.48685596554347,1213,Cereal straw and husks,Agriculture,2. Vegetable products,0.3633628078875506,1,5,1065,0.2610551596243998,0.3935902776765988,3660.0665845550216,38200.0,2.6798853581387523e-08,-0.21878784975598053,0.6396894439067039,9.67741935483871,-77.41935483870968,9.67741935483871,0.6145666402450366,0.5443762043550971,1.5936728588698035e-07,0.20366838962392872,0.06666666666666667,0.436180277958729,0.06666666666666667,0.3253261945711103
0201,Beef,Agriculture,1. Live animals; animal products,0.2075846273229386,86.8421052631579,55.48685596554347,4401,Fuel wood,Agriculture,9. Wood and articles of wood,0.3625958993590105,1,6,1065,0.6375054209655169,0.36597378583225554,4442.505697208532,6731915.0,4.722712157260377e-06,-0.0005103945436372159,0.48116246373889654,3.225806451612903,-58.064516129032256,3.225806451612903,0.6492811996067681,0.5188996104481197,2.8085000585650556e-05,0.3093546891198632,0.0,0.45527069963727806,0.0,0.3186894897460946
0201,Beef,Agriculture,1. Live animals; animal products,0.2075846273229386,86.8421052631579,55.48685596554347,0210,Preserved meat,Agriculture,1. Live animals; animal products,0.3608828545990143,1,7,1065,1.2637275288498118,0.602062769952719,3044.150915236552,59557309.0,4.178187443959302e-05,0.15552173562768035,0.6921537402921525,19.35483870967742,-45.16129032258064,19.35483870967742,0.7070286015087672,0.7366949484023105,0.0002484682379597442,0.38490284146675746,0.16666666666666666,0.5630759389245847,0.16666666666666666,0.4441531572472093
0201,Beef,Agriculture,1. Live animals; animal products,0.2075846273229386,86.8421052631579,55.48685596554347,0208,Other meat,Agriculture,1. Live animals; animal products,0.3575564636459554,1,8,1065,1.2324486841889166,0.5851984640255247,4554.969098997806,592005.0,4.15315584147888e-07,0.7301428674613866,0.45468403860011625,9.67741935483871,-74.19354838709678,9.67741935483871,0.7041442063542023,0.7211373940231446,2.4697965989927173e-06,0.6631247997381298,0.06666666666666667,0.5983176505622807,0.06666666666666667,0.4388223553935965
0201,Beef,Agriculture,1. Live animals; animal products,0.2075846273229386,86.8421052631579,55.48685596554347,8433,Harvesting or agricultural machinery,Machinery,"16. Machinery, mechanical appliances and electrical equipment",0.3522140410565271,1,9,1065,3.1027657454804705,0.8237845052740358,4460.732914157222,1070361592.0,0.0007509021880405458,0.13824643799774727,1.2380079339198609,70.96774193548387,16.12903225806452,70.96774193548387,0.8766164804287627,0.9412363015535277,0.004465461304573493,0.3765384307793487,0.7000000000000001,0.69339905750639,0.7000000000000001,0.695379340254473
0201,Beef,Agriculture,1. Live animals; animal products,0.2075846273229386,86.8421052631579,55.48685596554347,0204,Lamb,Agriculture,1. Live animals; animal products,0.3509359156281944,1,10,1065,-1.8642437122654596,0.18164513226569992,9070.491862317158,1873563013.0,0.0013143806508086452,0.08152166993689058,0.648952826484111,6.666666666666667,-59.99999999999999,6.666666666666667,0.4185810840475135,0.3488538899850055,0.007816352154974955,0.34907324514996213,0.035555555555555556,0.32213568050712216,0.035555555555555556,0.23616164302165216
0201,Beef,Agriculture,1. Live animals; animal products,0.2075846273229386,86.8421052631579,55.48685596554347,1601,Sausages,Agriculture,"4. Prepared foodstuffs; beverages, spirits and tobacco",0.3488740807578534,1,11,1065,2.043368640464142,0.5947646928800601,1823.922517945249,24521414.0,1.7202769198811154e-05,0.07771939615915868,0.5520797388957102,12.903225806451612,-32.258064516129025,12.903225806451612,0.7789236177416221,0.7299623718342974,0.00010230134019086393,0.34723224766880684,0.09999999999999998,0.5802102787029214,0.09999999999999998,0.4361471950920449
0202,Beef (frozen),Agriculture,1. Live animals; animal products,0.21762677864985655,95.39473684210526,45.582482029723124,0506,"Bones, simply prepared",Agriculture,1. Live animals; animal products,0.3016336732572615,1,1,1065,-0.9125515058275415,0.05821980779387901,5051.020336278767,4067423.0,2.8534626552504706e-06,0.4063768989584402,0.5731945243340715,6.451612903225806,-77.41935483870968,6.451612903225806,0.5063418827166097,0.23499232903335288,1.696895717445757e-05,0.506362723322559,0.033333333333333326,0.3354239279544469,0.033333333333333326,0.24479674956811284
0202,Beef (frozen),Agriculture,1. Live animals; animal products,0.21762677864985655,95.39473684210526,45.582482029723124,2207,Ethyl alcohol > 80%,Agriculture,"4. Prepared foodstuffs; beverages, spirits and tobacco",0.29197213689009205,1,2,1065,-1.305157555686241,0.21697167510291027,4795.07981258578,618361862.0,0.0004338059947657633,-0.045286561211540066,0.9261118616830513,36.666666666666664,-40.00000000000001,36.666666666666664,0.47013750879735555,0.3814431120727994,0.002579755278611505,0.28767481679342305,0.3455555555555555,0.3415914031153594,0.3455555555555555,0.3427806488474182
