iso3_d,hs92,potential_market_size_2020,potential_market_size_2024,potential_market_growth_5y
AFG,3909,15116924.0,19410596.0,0.051271977684254955
AFG,3910,346828.0,43977.0,-0.33835918245174
AFG,3911,211726.0,120177.0,-0.10708640952488047
AFG,3912,491128.0,2506540.0,0.3854025701321151
AFG,3913,114856.0,740457.0,0.4516744433071247
AFG,3914,37148.0,72918.0,0.14440530481758218
AFG,3915,1308879.0,916734.0,-0.0687446777756413
AFG,3916,24558745.0,1256038.0,-0.44822842737076485
AFG,3917,58394126.0,2566689.0,-0.46469559480731737
AFG,3918,15181208.0,1816816.0,-0.34596510046548345
AFG,3919,34541185.0,11195772.0,-0.2017418476246885
AFG,3920,278951772.0,31772420.0,-0.35240388596404737
AFG,3921,33885271.0,8633164.0,-0.2392677890520144
AFG,3922,14177190.0,1870168.0,-0.3331040309864519
AFG,3923,506649070.0,24772048.0,-0.4531717628359361
AFG,3924,421740784.0,130008252.0,-0.20971258940389736
AFG,3925,23279830.0,2703996.0,-0.34986245338920774
AFG,3926,487851810.0,246652077.0,-0.12751218327679203
AFG,4001,2721.0,0.0,0.0
AFG,4002,10865589.0,1427004.0,-0.3336929884036113
AFG,4004,256028.0,143348.0,-0.109526837817703
AFG,4005,46074.0,32412.0,-0.06792688238353983
AFG,4006,24729.0,0.0,0.0
AFG,4007,42089.0,71538.0,0.11192024444284732
AFG,4008,651084.0,112016.0,-0.29671944872837963
AFG,4009,8256970.0,997965.0,-0.344671703651776
AFG,4010,9260310.0,3424040.0,-0.18043640121392257
AFG,4011,4153741047.0,2198284500.0,-0.11950094153524793
AFG,4012,105619822.0,3253900.0,-0.5014235578556772
AFG,4013,62019117.0,32525928.0,-0.12109724961532331
AFG,4014,8142462.0,2905235.0,-0.18626104771213425
AFG,4015,54743948.0,16726845.0,-0.21111157552950122
AFG,4016,79356537.0,9091747.0,-0.3516449067438012
AFG,4017,4399.0,0.0,0.0
AFG,4101,0.0,0.0,0.0
AFG,4102,30633.0,0.0,0.0
AFG,4103,0.0,0.0,0.0
AFG,4104,0.0,13250.0,0.0
AFG,4105,0.0,0.0,0.0
AFG,4111,8016.0,0.0,0.0
AFG,4201,56817.0,199820.0,0.2859738315824001
AFG,4202,137022017.0,108437344.0,-0.045715866370447555
AFG,4203,2825988.0,345248.0,-0.343261961344444
AFG,4204,2398.0,0.0,0.0
AFG,4205,199956.0,17089.0,-0.3885563460777147
AFG,4301,0.0,0.0,0.0
AFG,4302,0.0,0.0,0.0
AFG,4303,0.0,6884.0,0.0
AFG,4304,0.0,0.0,0.0
AFG,4401,62708.0,0.0,0.0
AFG,4402,3037340.0,2942.0,-0.7504084651278475
AFG,4403,1068685.0,49215.0,-0.45968185144463325
AFG,4404,1397.0,0.0,0.0
AFG,4405,11861.0,0.0,0.0
AFG,4407,102575648.0,0.0,0.0
AFG,4408,941048.0,0.0,0.0
AFG,4409,326444.0,174078.0,-0.11816559378613378
AFG,4410,13407312.0,5569997.0,-0.1611145747181677
AFG,4411,252708180.0,63265762.0,-0.24192899017937375
AFG,4412,41290550.0,3117700.0,-0.4035188398592555
AFG,4413,720102.0,6435.0,-0.6107479514695424
AFG,4414,112660.0,3996.0,-0.487172688139748
AFG,4415,203904.0,60692.0,-0.21523226207710489
AFG,4417,37426.0,0.0,0.0
AFG,4418,4880952.0,190535.0,-0.4772499951589473
AFG,4419,950520.0,21962.0,-0.5293022464775547
AFG,4420,384390.0,8494.0,-0.5334823973936617
AFG,4421,3840235.0,820472.0,-0.2655855848837725
AFG,4501,1850.0,0.0,0.0
AFG,4502,11226.0,0.0,0.0
AFG,4503,196560.0,0.0,0.0
AFG,4504,582176.0,0.0,0.0
AFG,4601,56608.0,21875.0,-0.17317414222949157
AFG,4602,1716136.0,1615765.0,-0.011980994076362328
AFG,4703,97839.0,6904888.0,1.3427660759655682
AFG,4706,16287.0,0.0,0.0
AFG,4707,291284.0,954772.0,0.26799227845695306
AFG,4801,71366.0,10024.0,-0.3246794889169782
AFG,4802,21004688.0,3699411.0,-0.29341686108799414
AFG,4803,36355632.0,3735294.0,-0.365618341054171
AFG,4804,30447975.0,826049.0,-0.5139404515602038
AFG,4805,26948990.0,3432123.0,-0.33777729017075075
AFG,4806,107588.0,0.0,0.0
AFG,4807,1537070.0,0.0,0.0
AFG,4808,188991.0,0.0,0.0
AFG,4809,10701.0,1580.0,-0.31790236366321145
AFG,4810,13078432.0,6112458.0,-0.14112088587601768
AFG,4811,25078716.0,23393415.0,-0.013816650824216903
