iso3_o,iso3_d,dist
ECU,PAN,1235.0
ECU,PCN,5751.0
ECU,PER,1137.0
ECU,PHL,17352.0
ECU,PLW,16182.0
ECU,PNG,14659.0
ECU,POL,10941.0
ECU,PRI,2737.0
ECU,PRK,15170.0
ECU,PRT,8506.0
ECU,PRY,3501.0
ECU,PSE,12440.0
ECU,PYF,7788.0
ECU,QAT,14222.0
ECU,REU,14536.0
ECU,ROU,11447.0
ECU,RUS,11893.0
ECU,RWA,12229.0
ECU,SAU,13786.0
ECU,SDN,12486.0
ECU,SEN,7129.0
ECU,SGP,19607.0
ECU,SHN,8259.0
ECU,SLB,13277.0
ECU,SLE,7491.0
ECU,SLV,2031.0
ECU,SMR,10365.0
ECU,SOM,13946.0
ECU,SPM,5898.0
ECU,SRB,10997.0
ECU,SSD,12421.0
ECU,STP,9645.0
ECU,SUR,2890.0
ECU,SVK,10709.0
ECU,SVN,10523.0
ECU,SWE,10665.0
ECU,SWZ,11992.0
ECU,SXM,2899.0
ECU,SYC,15014.0
ECU,SYR,12562.0
ECU,TCA,2782.0
ECU,TCD,10606.0
ECU,TGO,9061.0
ECU,THA,18725.0
ECU,TJK,14880.0
ECU,TKL,10128.0
ECU,TKM,14209.0
ECU,TLS,16967.0
ECU,TON,10480.0
ECU,TTO,2482.0
ECU,TUN,10162.0
ECU,TUR,11745.0
ECU,TUV,11181.0
ECU,TWN,16605.0
ECU,TZA,13206.0
ECU,UGA,12521.0
ECU,UKR,11629.0
ECU,URY,4373.0
ECU,USA,4786.0
ECU,UZB,14690.0
ECU,VAT,10366.0
ECU,VCT,2670.0
ECU,VEN,2010.0
ECU,VGB,2826.0
ECU,VNM,18821.0
ECU,VUT,12242.0
ECU,WLF,10642.0
ECU,WSM,10162.0
ECU,YEM,13735.0
ECU,ZAF,11692.0
ECU,ZMB,11898.0
ECU,ZWE,12154.0
EGY,ABW,10382.0
EGY,AFG,3587.0
EGY,AGO,4714.0
EGY,AIA,9417.0
EGY,ALB,1621.0
EGY,AND,2986.0
EGY,ARE,2428.0
EGY,ARG,11805.0
EGY,ARM,1649.0
EGY,ASM,17174.0
EGY,ATG,9365.0
EGY,AUS,13962.0
EGY,AUT,2382.0
EGY,AZE,2043.0
EGY,BDI,3704.0
EGY,BEL,3212.0
EGY,BEN,3994.0
EGY,BES,10240.0
EGY,BFA,3903.0
EGY,BGD,5858.0
EGY,BGR,1572.0
EGY,BHR,1945.0
EGY,BHS,10267.0
EGY,BIH,1910.0
EGY,BLR,2667.0
EGY,BLZ,11733.0
EGY,BMU,8802.0
EGY,BOL,11801.0
EGY,BRA,10212.0
EGY,BRB,9376.0
EGY,BRN,9136.0
EGY,BTN,5649.0
EGY,BWA,6079.0
EGY,CAF,3140.0
EGY,CAN,9228.0
EGY,CCK,8431.0
EGY,CHE,2739.0
EGY,CHL,12797.0
EGY,CHN,8370.0
EGY,CIV,4598.0
EGY,CMR,3564.0
EGY,COD,4165.0
EGY,COG,4160.0
EGY,COK,18547.0
EGY,COL,11222.0
EGY,COM,4795.0
EGY,CPV,5821.0
EGY,CRI,11819.0
EGY,CUB,10807.0
EGY,CUW,10305.0
EGY,CXR,9124.0
EGY,CYM,10976.0
EGY,CYP,602.0
EGY,CZE,2635.0
EGY,DEU,2892.0
EGY,DJI,2385.0
EGY,DMA,9422.0
EGY,DNK,3208.0
EGY,DOM,10022.0
EGY,DZA,2716.0
EGY,ECU,12166.0
EGY,ERI,1809.0
EGY,ESH,4332.0
EGY,ESP,3357.0
EGY,EST,3303.0
EGY,ETH,2454.0
EGY,FIN,3382.0
EGY,FJI,16458.0
EGY,FLK,12505.0
EGY,FRA,3213.0
EGY,FRO,4490.0
EGY,FSM,13038.0
EGY,GAB,4011.0
EGY,GBR,3515.0
EGY,GEO,1779.0
EGY,GHA,4300.0
EGY,GIB,3461.0
EGY,GIN,5175.0
EGY,GLP,9415.0
EGY,GMB,5242.0
EGY,GNB,5226.0
EGY,GNQ,3856.0
EGY,GRC,1117.0
EGY,GRD,9635.0
EGY,GRL,6707.0
EGY,GTM,12064.0
EGY,GUF,9123.0
EGY,GUM,11431.0
EGY,GUY,9581.0
EGY,HKG,8159.0
EGY,HND,11820.0
EGY,HRV,2198.0
EGY,HTI,10237.0
EGY,HUN,2203.0
EGY,IDN,8986.0
EGY,IND,4437.0
EGY,IOT,6029.0
EGY,IRL,3978.0
EGY,IRN,1986.0
EGY,IRQ,1299.0
EGY,ISL,5276.0
EGY,ISR,407.0
EGY,ITA,2135.0
EGY,JAM,10663.0
EGY,JOR,497.0
EGY,JPN,9584.0
EGY,KAZ,4278.0
EGY,KEN,3517.0
EGY,KGZ,4086.0
EGY,KHM,7815.0
EGY,KIR,14681.0
EGY,KNA,9437.0
EGY,KOR,8503.0
EGY,KWT,1620.0
EGY,LAO,7274.0
EGY,LBN,587.0
EGY,LBR,5120.0
EGY,LBY,1742.0
EGY,LCA,9456.0
EGY,LIE,2663.0
EGY,LKA,5678.0
EGY,LSO,6581.0
EGY,LTU,2779.0
EGY,LUX,3029.0
EGY,LVA,3041.0
EGY,MAC,8104.0
EGY,MAR,3679.0
EGY,MCO,2596.0
EGY,MDA,1895.0
EGY,MDG,5692.0
EGY,MDV,5282.0
EGY,MEX,12389.0
EGY,MHL,14103.0
EGY,MKD,1592.0
EGY,MLI,4472.0
EGY,MLT,1690.0
EGY,MMR,6710.0
EGY,MNE,1743.0
EGY,MNG,6572.0
EGY,MNP,11406.0
EGY,MOZ,6198.0
EGY,MRT,4945.0
EGY,MSR,9417.0
EGY,MTQ,9431.0
EGY,MUS,6227.0
EGY,MWI,4877.0
EGY,MYS,7959.0
EGY,MYT,4970.0
EGY,NAM,6014.0
EGY,NCL,15499.0
EGY,NER,3508.0
EGY,NFK,15859.0
EGY,NGA,3912.0
EGY,NIC,11867.0
EGY,NIU,17566.0
EGY,NLD,3285.0
EGY,NOR,3658.0
EGY,NPL,5233.0
EGY,NRU,14312.0
EGY,NZL,16573.0
EGY,OMN,2803.0
EGY,PAK,3573.0
EGY,PAN,11466.0
EGY,PCN,17912.0
EGY,PER,12426.0
EGY,PHL,9190.0
EGY,PLW,10867.0
EGY,PNG,13030.0
EGY,POL,2604.0
EGY,PRI,9681.0
EGY,PRK,8334.0
EGY,PRT,3804.0
EGY,PRY,11276.0
EGY,PSE,349.0
EGY,PYF,18616.0
EGY,QAT,2057.0
EGY,REU,6203.0
EGY,ROU,1660.0
EGY,RUS,2901.0
EGY,RWA,3542.0
EGY,SAU,1639.0
EGY,SDN,1610.0
EGY,SEN,5250.0
EGY,SGP,8270.0
EGY,SHN,6449.0
EGY,SLB,14246.0
EGY,SLE,5202.0
EGY,SLV,12015.0
EGY,SMR,2265.0
EGY,SOM,3438.0
EGY,SPM,7461.0
EGY,SRB,1893.0
EGY,SSD,2788.0
EGY,STP,4189.0
EGY,SUR,9345.0
EGY,SVK,2344.0
EGY,SVN,2296.0
EGY,SWE,3404.0
EGY,SWZ,6236.0
EGY,SXM,9426.0
EGY,SYC,4623.0
EGY,SYR,615.0
EGY,TCA,9958.0
EGY,TCD,2596.0
EGY,TGO,4109.0
EGY,THA,7282.0
EGY,TJK,3556.0
EGY,TKL,16748.0
EGY,TKM,2645.0
EGY,TLS,10901.0
EGY,TON,17202.0
EGY,TTO,9690.0
EGY,TUN,2093.0
EGY,TUR,1235.0
EGY,TUV,15924.0
EGY,TWN,8684.0
EGY,TZA,4168.0
EGY,UGA,3293.0
EGY,UKR,2267.0
EGY,URY,11632.0
EGY,USA,9041.0
EGY,UZB,3624.0
EGY,VAT,2137.0
EGY,VCT,9525.0
EGY,VEN,10205.0
EGY,VGB,9548.0
EGY,VNM,8026.0
EGY,VUT,15480.0
EGY,WLF,16649.0
EGY,WSM,17055.0
EGY,YEM,2099.0
EGY,ZAF,6233.0
EGY,ZMB,5039.0
EGY,ZWE,5297.0
ERI,ABW,11623.0
ERI,AFG,3697.0
ERI,AGO,3896.0
ERI,AIA,10709.0
ERI,ALB,3419.0
ERI,AND,4667.0
ERI,ARE,2031.0
ERI,ARG,11627.0
ERI,ARM,2807.0
ERI,ASM,16845.0
ERI,ATG,10625.0
ERI,AUS,12440.0
ERI,AUT,4191.0
ERI,AZE,2972.0
ERI,BDI,2323.0
ERI,BEL,5007.0
ERI,BEN,4111.0
ERI,BES,11456.0
ERI,BFA,4381.0
ERI,BGD,5454.0
ERI,BGR,3380.0
ERI,BHR,1708.0
ERI,BHS,11797.0
ERI,BIH,3714.0
ERI,BLR,4392.0
ERI,BLZ,13249.0
ERI,BMU,10354.0
ERI,BOL,12272.0
ERI,BRA,10247.0
ERI,BRB,10530.0
ERI,BRN,8374.0
ERI,BTN,5389.0
ERI,BWA,4644.0
ERI,CAF,2540.0
ERI,CAN,10972.0
ERI,CCK,7067.0
ERI,CHE,4524.0
ERI,CHL,12740.0
ERI,CHN,8446.0
ERI,CIV,4823.0
ERI,CMR,3260.0
ERI,COD,3392.0
ERI,COG,3391.0
ERI,COK,17951.0
ERI,COL,12331.0
ERI,COM,3028.0
ERI,CPV,6686.0
ERI,CRI,13155.0
ERI,CUB,12351.0
ERI,CUW,11526.0
ERI,CXR,7889.0
ERI,CYM,12452.0
ERI,CYP,2266.0
ERI,CZE,4444.0
ERI,DEU,4700.0
ERI,DJI,616.0
ERI,DMA,10640.0
ERI,DNK,5011.0
ERI,DOM,11380.0
ERI,DZA,4265.0
ERI,ECU,13173.0
ERI,EGY,1809.0
ERI,ESH,5528.0
ERI,ESP,4964.0
ERI,EST,5032.0
ERI,ETH,698.0
ERI,FIN,5105.0
ERI,FJI,15714.0
ERI,FLK,11797.0
ERI,FRA,4987.0
ERI,FRO,6299.0
ERI,FSM,12894.0
ERI,GAB,3638.0
ERI,GBR,5301.0
ERI,GEO,2976.0
ERI,GHA,4526.0
ERI,GIB,4949.0
ERI,GIN,5739.0
ERI,GLP,10651.0
ERI,GMB,5985.0
ERI,GNB,5899.0
ERI,GNQ,3532.0
ERI,GRC,2918.0
ERI,GRD,10785.0
ERI,GRL,8515.0
ERI,GTM,13556.0
ERI,GUF,10009.0
ERI,GUM,11266.0
ERI,GUY,10574.0
ERI,HKG,7894.0
ERI,HND,13267.0
ERI,HRV,4002.0
ERI,HTI,11617.0
ERI,HUN,4011.0
ERI,IDN,7856.0
ERI,IND,4197.0
ERI,IOT,4456.0
ERI,IRL,5762.0
ERI,IRN,2576.0
ERI,IRQ,2069.0
ERI,ISL,7085.0
ERI,ISR,1902.0
ERI,ITA,3886.0
ERI,JAM,12075.0
ERI,JOR,1866.0
ERI,JPN,9970.0
ERI,KAZ,4747.0
ERI,KEN,1852.0
ERI,KGZ,4562.0
ERI,KHM,7131.0
ERI,KIR,14651.0
ERI,KNA,10708.0
ERI,KOR,8819.0
ERI,KWT,1810.0
ERI,LAO,6765.0
ERI,LBN,2086.0
ERI,LBR,5517.0
ERI,LBY,3244.0
ERI,LCA,10642.0
ERI,LIE,4451.0
ERI,LKA,4557.0
ERI,LSO,5091.0
ERI,LTU,4524.0
ERI,LUX,4821.0
ERI,LVA,4785.0
ERI,MAC,7830.0
ERI,MAR,5083.0
ERI,MCO,4337.0
ERI,MDA,3634.0
ERI,MDG,3904.0
ERI,MDV,3982.0
ERI,MEX,14035.0
ERI,MHL,14230.0
ERI,MKD,3399.0
ERI,MLI,5070.0
ERI,MLT,3329.0
ERI,MMR,6103.0
ERI,MNE,3545.0
ERI,MNG,7118.0
ERI,MNP,11305.0
ERI,MOZ,4622.0
ERI,MRT,5843.0
ERI,MSR,10673.0
ERI,MTQ,10631.0
ERI,MUS,4421.0
ERI,MWI,3290.0
ERI,MYS,7002.0
ERI,MYT,3186.0
ERI,NAM,4821.0
ERI,NCL,14474.0
ERI,NER,3971.0
ERI,NFK,14602.0
ERI,NGA,4001.0
ERI,NIC,13269.0
ERI,NIU,16940.0
ERI,NLD,5087.0
ERI,NOR,5452.0
ERI,NPL,4966.0
ERI,NRU,14089.0
ERI,NZL,15062.0
ERI,OMN,2255.0
ERI,PAK,3121.0
ERI,PAN,12732.0
ERI,PCN,18356.0
ERI,PER,13122.0
ERI,PHL,8764.0
ERI,PLW,10394.0
ERI,PNG,12237.0
ERI,POL,4390.0
ERI,PRI,11005.0
ERI,PRK,8684.0
ERI,PRT,5349.0
ERI,PRY,11377.0
ERI,PSE,1849.0
ERI,PYF,19093.0
ERI,QAT,1706.0
ERI,REU,4394.0
ERI,ROU,3446.0
ERI,RUS,4487.0
ERI,RWA,2147.0
ERI,SAU,1316.0
ERI,SDN,687.0
ERI,SEN,6045.0
ERI,SGP,7290.0
ERI,SHN,6004.0
ERI,SLB,13606.0
ERI,SLE,5720.0
ERI,SLV,13477.0
ERI,SMR,4041.0
ERI,SOM,1630.0
ERI,SPM,9164.0
ERI,SRB,3702.0
ERI,SSD,1411.0
ERI,STP,3910.0
ERI,SUR,10284.0
ERI,SVK,4153.0
ERI,SVN,4096.0
ERI,SWE,5175.0
ERI,SWZ,4685.0
ERI,SXM,10715.0
ERI,SYC,2861.0
ERI,SYR,2031.0
ERI,TCA,11380.0
ERI,TCD,2607.0
ERI,TGO,4242.0
ERI,THA,6618.0
ERI,TJK,3891.0
ERI,TKL,16690.0
ERI,TKM,3152.0
ERI,TLS,9909.0
ERI,TON,16373.0
ERI,TTO,10806.0
ERI,TUN,3708.0
ERI,TUR,3005.0
ERI,TUV,15648.0
ERI,TWN,8571.0
ERI,TZA,2451.0
ERI,UGA,1802.0
ERI,UKR,3968.0
ERI,URY,11429.0
ERI,USA,10740.0
ERI,UZB,4093.0
ERI,VAT,3888.0
ERI,VCT,10694.0
ERI,VEN,11371.0
ERI,VGB,10858.0
ERI,VNM,7337.0
ERI,VUT,14641.0
ERI,WLF,16245.0
ERI,WSM,16726.0
ERI,YEM,566.0
ERI,ZAF,4744.0
ERI,ZMB,3597.0
ERI,ZWE,3768.0
ESH,ABW,6117.0
ESH,AFG,7704.0
ESH,AGO,4898.0
ESH,AIA,5185.0
ESH,ALB,3395.0
ESH,AND,2165.0
ESH,ARE,6760.0
ESH,ARG,8330.0
ESH,ARM,5446.0
ESH,ASM,17290.0
ESH,ATG,5108.0
ESH,AUS,17662.0
ESH,AUT,3463.0
ESH,AZE,5900.0
ESH,BDI,5683.0
ESH,BEL,3021.0
ESH,BEN,2822.0
ESH,BES,5960.0
ESH,BFA,2040.0
ESH,BGD,10076.0
ESH,BGR,3717.0
ESH,BHR,6276.0
ESH,BHS,6348.0
ESH,BIH,3378.0
ESH,BLR,4454.0
ESH,BLZ,7760.0
ESH,BMU,4976.0
ESH,BOL,7649.0
ESH,BRA,6663.0
ESH,BRB,5064.0
ESH,BRN,13419.0
ESH,BTN,9802.0
ESH,BWA,7106.0
ESH,CAF,4211.0
ESH,CAN,6118.0
ESH,CCK,12595.0
ESH,CHE,2935.0
ESH,CHL,9044.0
ESH,CHN,11958.0
ESH,CIV,2602.0
ESH,CMR,3681.0
ESH,COD,4640.0
ESH,COG,4633.0
ESH,COK,16581.0
ESH,COL,6907.0
ESH,COM,7457.0
ESH,CPV,1725.0
ESH,CRI,7630.0
ESH,CUB,6901.0
ESH,CUW,6028.0
ESH,CXR,13390.0
ESH,CYM,6951.0
ESH,CYP,4487.0
ESH,CZE,3464.0
ESH,DEU,3581.0
ESH,DJI,6113.0
ESH,DMA,5139.0
ESH,DNK,3784.0
ESH,DOM,5852.0
ESH,DZA,1864.0
ESH,ECU,7837.0
ESH,EGY,4332.0
ESH,ERI,5528.0
ESH,ESP,1712.0
ESH,EST,4610.0
ESH,ETH,5806.0
ESH,FIN,4664.0
ESH,FJI,18464.0
ESH,FLK,9763.0
ESH,FRA,2757.0
ESH,FRO,3903.0
ESH,FSM,16123.0
ESH,GAB,3826.0
ESH,GBR,2919.0
ESH,GEO,5465.0
ESH,GHA,2575.0
ESH,GIB,1243.0
ESH,GIN,1947.0
ESH,GLP,5142.0
ESH,GMB,1559.0
ESH,GNB,1711.0
ESH,GNQ,3720.0
ESH,GRC,3643.0
ESH,GRD,5323.0
ESH,GRL,4944.0
ESH,GTM,8051.0
ESH,GUF,4822.0
ESH,GUM,14923.0
ESH,GUY,5251.0
ESH,HKG,12148.0
ESH,HND,7748.0
ESH,HRV,3303.0
ESH,HTI,6091.0
ESH,HUN,3598.0
ESH,IDN,13297.0
ESH,IND,8654.0
ESH,IOT,9946.0
ESH,IRL,2963.0
ESH,IRN,6109.0
ESH,IRQ,5517.0
ESH,ISL,4158.0
ESH,ISR,4642.0
ESH,ITA,2851.0
ESH,JAM,6553.0
ESH,JOR,4753.0
ESH,JPN,12492.0
ESH,KAZ,8006.0
ESH,KEN,6208.0
ESH,KGZ,7842.0
ESH,KHM,12094.0
ESH,KIR,16785.0
ESH,KNA,5188.0
ESH,KOR,11727.0
ESH,KWT,5938.0
ESH,LAO,11487.0
ESH,LBN,4689.0
ESH,LBR,2322.0
ESH,LBY,2616.0
ESH,LCA,5157.0
ESH,LIE,2977.0
ESH,LKA,9967.0
ESH,LSO,7607.0
ESH,LTU,4361.0
ESH,LUX,2992.0
ESH,LVA,4425.0
ESH,MAC,12104.0
ESH,MAR,893.0
ESH,MCO,2610.0
ESH,MDA,4269.0
ESH,MDG,8299.0
ESH,MDV,9480.0
ESH,MEX,8665.0
ESH,MHL,16184.0
ESH,MKD,3546.0
ESH,MLI,1695.0
ESH,MLT,2793.0
ESH,MMR,10985.0
ESH,MNE,3391.0
ESH,MNG,9774.0
ESH,MNP,14800.0
ESH,MOZ,7648.0
ESH,MRT,1044.0
ESH,MSR,5158.0
ESH,MTQ,5138.0
ESH,MUS,9242.0
ESH,MWI,6816.0
ESH,MYS,12291.0
ESH,MYT,7700.0
ESH,NAM,6394.0
ESH,NCL,19463.0
ESH,NER,2195.0
ESH,NFK,19768.0
ESH,NGA,2887.0
ESH,NIC,7742.0
ESH,NIU,17486.0
ESH,NLD,3181.0
ESH,NOR,4072.0
ESH,NPL,9416.0
ESH,NRU,17058.0
ESH,NZL,18699.0
ESH,OMN,7135.0
ESH,PAK,7890.0
ESH,PAN,7223.0
ESH,PCN,13588.0
ESH,PER,8138.0
ESH,PHL,13251.0
ESH,PLW,14851.0
ESH,PNG,17174.0
ESH,POL,3979.0
ESH,PRI,5477.0
ESH,PRK,11533.0
ESH,PRT,1337.0
ESH,PRY,7510.0
ESH,PSE,4618.0
ESH,PYF,15435.0
ESH,QAT,6387.0
ESH,REU,9105.0
ESH,ROU,3985.0
ESH,RUS,5130.0
ESH,RWA,5644.0
ESH,SAU,5950.0
ESH,SDN,4886.0
ESH,SEN,1448.0
ESH,SGP,12602.0
ESH,SHN,4836.0
ESH,SLB,17918.0
ESH,SLE,2066.0
ESH,SLV,7961.0
ESH,SMR,2958.0
ESH,SOM,6818.0
ESH,SPM,4330.0
ESH,SRB,3574.0
ESH,SSD,5349.0
ESH,STP,3653.0
ESH,SUR,5025.0
ESH,SVK,3506.0
ESH,SVN,3217.0
ESH,SWE,4304.0
ESH,SWZ,7587.0
ESH,SXM,5191.0
ESH,SYC,8160.0
ESH,SYR,4768.0
ESH,TCA,5865.0
ESH,TCD,3385.0
ESH,TGO,2782.0
ESH,THA,11564.0
ESH,TJK,7529.0
ESH,TKL,16989.0
ESH,TKM,6668.0
ESH,TLS,15229.0
ESH,TON,18084.0
ESH,TTO,5369.0
ESH,TUN,2446.0
ESH,TUR,4135.0
ESH,TUV,17571.0
ESH,TWN,12468.0
ESH,TZA,6785.0
ESH,UGA,5721.0
ESH,UKR,4499.0
ESH,URY,8218.0
ESH,USA,5703.0
ESH,UZB,7475.0
ESH,VAT,2850.0
ESH,VCT,5219.0
ESH,VEN,5903.0
ESH,VGB,5332.0
ESH,VNM,12303.0
ESH,VUT,18950.0
ESH,WLF,17675.0
ESH,WSM,17353.0
ESH,YEM,6050.0
ESH,ZAF,7375.0
ESH,ZMB,6500.0
ESH,ZWE,6898.0
ESP,ABW,7117.0
ESP,AFG,6295.0
ESP,AGO,5724.0
ESP,AIA,6140.0
ESP,ALB,1979.0
ESP,AND,494.0
ESP,ARE,5665.0
ESP,ARG,10022.0
ESP,ARM,4047.0
ESP,ASM,16847.0
ESP,ATG,6112.0
ESP,AUS,17312.0
ESP,AUT,1813.0
ESP,AZE,4477.0
ESP,BDI,5904.0
ESP,BEL,1317.0
ESP,BEN,3811.0
ESP,BES,6995.0
ESP,BFA,3116.0
ESP,BGD,8670.0
ESP,BGR,2259.0
ESP,BHR,5208.0
ESP,BHS,6911.0
ESP,BIH,1857.0
ESP,BLR,2771.0
ESP,BLZ,8378.0
ESP,BMU,5447.0
ESP,BOL,9160.0
ESP,BRA,8361.0
ESP,BRB,6205.0
ESP,BRN,12013.0
ESP,BTN,8351.0
ESP,BWA,7830.0
ESP,CAF,4574.0
ESP,CAN,6052.0
ESP,CCK,11768.0
ESP,CHE,1245.0
ESP,CHL,10681.0
ESP,CHN,10277.0
ESP,CIV,3885.0
ESP,CMR,4327.0
ESP,COD,5321.0
ESP,COG,5314.0
ESP,COK,16910.0
ESP,COL,8022.0
ESP,COM,7527.0
ESP,CPV,3417.0
ESP,CRI,8490.0
ESP,CUB,7454.0
ESP,CUW,7054.0
ESP,CXR,12395.0
ESP,CYM,7621.0
ESP,CYP,3292.0
ESP,CZE,1775.0
ESP,DEU,1872.0
ESP,DJI,5580.0
ESP,DMA,6197.0
ESP,DNK,2074.0
ESP,DOM,6702.0
ESP,DZA,714.0
ESP,ECU,9003.0
ESP,EGY,3357.0
ESP,ERI,4964.0
ESP,ESH,1712.0
ESP,EST,2898.0
ESP,ETH,5442.0
ESP,FIN,2953.0
ESP,FJI,17526.0
ESP,FLK,11473.0
ESP,FRA,1053.0
ESP,FRO,2411.0
ESP,FSM,14446.0
ESP,GAB,4628.0
ESP,GBR,1263.0
ESP,GEO,4028.0
ESP,GHA,3742.0
ESP,GIB,496.0
ESP,GIN,3556.0
ESP,GLP,6178.0
ESP,GMB,3245.0
ESP,GNB,3372.0
ESP,GNQ,4481.0
ESP,GRC,2378.0
ESP,GRD,6456.0
ESP,GRL,4050.0
ESP,GTM,8707.0
ESP,GUF,6240.0
ESP,GUM,13213.0
ESP,GUY,6550.0
ESP,HKG,10560.0
ESP,HND,8465.0
ESP,HRV,1705.0
ESP,HTI,6905.0
ESP,HUN,1978.0
ESP,IDN,12194.0
ESP,IND,7286.0
ESP,IOT,9368.0
ESP,IRL,1449.0
ESP,IRN,4788.0
ESP,IRQ,4306.0
ESP,ISL,2892.0
ESP,ISR,3550.0
ESP,ITA,1366.0
ESP,JAM,7319.0
ESP,JOR,3655.0
ESP,JPN,10786.0
ESP,KAZ,6430.0
ESP,KEN,6179.0
ESP,KGZ,6281.0
ESP,KHM,10711.0
ESP,KIR,15369.0
ESP,KNA,6174.0
ESP,KOR,10018.0
ESP,KWT,4809.0
ESP,LAO,10044.0
ESP,LBN,3525.0
ESP,LBR,3845.0
ESP,LBY,1722.0
ESP,LCA,6255.0
ESP,LIE,1298.0
ESP,LKA,8970.0
ESP,LSO,8365.0
ESP,LTU,2666.0
ESP,LUX,1280.0
ESP,LVA,2717.0
ESP,MAC,10522.0
ESP,MAR,833.0
ESP,MCO,990.0
ESP,MDA,2703.0
ESP,MDG,8440.0
ESP,MDV,8629.0
ESP,MEX,9078.0
ESP,MHL,14720.0
ESP,MKD,2108.0
ESP,MLI,3105.0
ESP,MLT,1670.0
ESP,MMR,9622.0
ESP,MNE,1927.0
ESP,MNG,8077.0
ESP,MNP,13089.0
ESP,MOZ,8247.0
ESP,MRT,2741.0
ESP,MSR,6164.0
ESP,MTQ,6219.0
ESP,MUS,9220.0
ESP,MWI,7158.0
ESP,MYS,11080.0
ESP,MYT,7753.0
ESP,NAM,7297.0
ESP,NCL,17793.0
ESP,NER,3035.0
ESP,NFK,18539.0
ESP,NGA,3828.0
ESP,NIC,8520.0
ESP,NIU,17300.0
ESP,NLD,1482.0
ESP,NOR,2390.0
ESP,NPL,7996.0
ESP,NRU,15487.0
ESP,NZL,19590.0
ESP,OMN,6044.0
ESP,PAK,6681.0
ESP,PAN,8168.0
ESP,PCN,14613.0
ESP,PER,9501.0
ESP,PHL,11672.0
ESP,PLW,13210.0
ESP,PNG,15538.0
ESP,POL,2294.0
ESP,PRI,6382.0
ESP,PRK,9824.0
ESP,PRT,504.0
ESP,PRY,9168.0
ESP,PSE,3551.0
ESP,PYF,15879.0
ESP,QAT,5334.0
ESP,REU,9137.0
ESP,ROU,2479.0
ESP,RUS,3448.0
ESP,RWA,5811.0
ESP,SAU,4970.0
ESP,SDN,4453.0
ESP,SEN,3148.0
ESP,SGP,11396.0
ESP,SHN,6242.0
ESP,SLB,16215.0
ESP,SLE,3662.0
ESP,SLV,8659.0
ESP,SMR,1388.0
ESP,SOM,6505.0
ESP,SPM,4216.0
ESP,SRB,2034.0
ESP,SSD,5287.0
ESP,STP,4563.0
ESP,SUR,6386.0
ESP,SVK,1862.0
ESP,SVN,1601.0
ESP,SWE,2596.0
ESP,SWZ,8221.0
ESP,SXM,6152.0
ESP,SYC,7812.0
ESP,SYR,3613.0
ESP,TCA,6615.0
ESP,TCD,3635.0
ESP,TGO,3829.0
ESP,THA,10199.0
ESP,TJK,6056.0
ESP,TKL,16354.0
ESP,TKM,5258.0
ESP,TLS,13902.0
ESP,TON,17723.0
ESP,TTO,6537.0
ESP,TUN,1270.0
ESP,TUR,2744.0
ESP,TUV,16459.0
ESP,TWN,10815.0
ESP,TZA,6833.0
ESP,UGA,5759.0
ESP,UKR,2869.0
ESP,URY,9916.0
ESP,USA,5782.0
ESP,UZB,5957.0
ESP,VAT,1364.0
ESP,VCT,6334.0
ESP,VEN,6996.0
ESP,VGB,6259.0
ESP,VNM,10912.0
ESP,VUT,17378.0
ESP,WLF,16910.0
ESP,WSM,16840.0
ESP,YEM,5386.0
ESP,ZAF,8074.0
ESP,ZMB,7010.0
ESP,ZWE,7384.0
EST,ABW,9085.0
EST,AFG,4239.0
EST,AGO,7638.0
EST,AIA,8158.0
EST,ALB,2043.0
EST,AND,2466.0
EST,ARE,4472.0
EST,ARG,12883.0
EST,ARM,2549.0
EST,ASM,14834.0
EST,ATG,8193.0
EST,AUS,15208.0
EST,AUT,1364.0
EST,AZE,2751.0
EST,BDI,6977.0
EST,BEL,1604.0
EST,BEN,6179.0
EST,BES,9022.0
EST,BFA,5660.0
EST,BGD,6394.0
EST,BGR,1865.0
EST,BHR,4194.0
EST,BHS,8292.0
EST,BIH,1788.0
EST,BLR,640.0
EST,BLZ,9628.0
EST,BMU,6952.0
EST,BOL,11734.0
EST,BRA,11240.0
EST,BRB,8444.0
EST,BRN,9548.0
EST,BTN,6006.0
EST,BWA,9320.0
EST,CAF,6132.0
EST,CAN,6655.0
EST,CCK,10178.0
EST,CHE,1715.0
EST,CHL,13434.0
EST,CHN,7432.0
EST,CIV,6483.0
EST,CMR,6268.0
EST,COD,7119.0
EST,COG,7112.0
EST,COK,15746.0
EST,COL,10066.0
EST,COM,8059.0
EST,CPV,6305.0
EST,CRI,10100.0
EST,CUB,8737.0
EST,CUW,9064.0
EST,CXR,10488.0
EST,CYM,9054.0
EST,CYP,2771.0
EST,CZE,1232.0
EST,DEU,1043.0
EST,DJI,5527.0
EST,DMA,8337.0
EST,DNK,839.0
EST,DOM,8513.0
EST,DZA,2966.0
EST,ECU,11039.0
EST,EGY,3303.0
EST,ERI,5032.0
EST,ESH,4610.0
EST,ESP,2898.0
EST,ETH,5716.0
EST,FIN,82.0
EST,FJI,14955.0
EST,FLK,14368.0
EST,FRA,1863.0
EST,FRO,1726.0
EST,FSM,11582.0
EST,GAB,6682.0
EST,GBR,1789.0
EST,GEO,2412.0
EST,GHA,6265.0
EST,GIB,3377.0
EST,GIN,6396.0
