iso3_d,hs92,potential_market_imports_sum
ARG,0907,264665148.0
ARG,0908,650233136.0
ARG,0909,810428798.0
ARG,0910,2232745043.0
ARG,1001,33624511480.0
ARG,1002,147879047.0
ARG,1003,5368178348.0
ARG,1004,629549275.0
ARG,1005,26025797405.0
ARG,1006,17390046026.0
ARG,1007,346472931.0
ARG,1008,808698772.0
ARG,1101,2557623846.0
ARG,1102,821731957.0
ARG,1103,667088762.0
ARG,1104,1070106264.0
ARG,1105,719835536.0
ARG,1106,425878817.0
ARG,1107,2469349339.0
ARG,1108,3126434105.0
ARG,1109,564263420.0
ARG,1201,21833242335.0
ARG,1202,2802729938.0
ARG,1203,38266326.0
ARG,1204,822321202.0
ARG,1205,8236746265.0
ARG,1206,2667128006.0
ARG,1207,4017541939.0
ARG,1208,608071453.0
ARG,1209,4263927188.0
ARG,1210,375275745.0
ARG,1211,2830674058.0
ARG,1212,960290628.0
ARG,1213,332716299.0
ARG,1214,1213645372.0
ARG,1301,686796850.0
ARG,1302,4347801535.0
ARG,1401,164596381.0
ARG,1404,765912440.0
ARG,1501,348249034.0
ARG,1502,1298795076.0
ARG,1503,186459256.0
ARG,1504,1662960372.0
ARG,1505,65397970.0
ARG,1506,363391282.0
ARG,1507,6163909801.0
ARG,1508,278519750.0
ARG,1509,7138835841.0
ARG,1510,488949124.0
ARG,1511,19387041517.0
ARG,1512,11350719477.0
ARG,1513,5036054456.0
ARG,1514,7305487032.0
ARG,1515,3986095262.0
ARG,1516,3105821074.0
ARG,1517,5240620001.0
ARG,1518,6666423813.0
ARG,1519,8267244244.0
ARG,1520,1391975228.0
ARG,1521,245685398.0
ARG,1522,496071407.0
ARG,1601,3562766544.0
ARG,1602,14430180718.0
ARG,1603,133245565.0
ARG,1604,10641086273.0
ARG,1605,9307284248.0
ARG,1701,21867151842.0
ARG,1702,7254464634.0
ARG,1703,843371305.0
ARG,1704,8271219252.0
ARG,1801,11669163543.0
ARG,1802,301451314.0
ARG,1803,4208501975.0
ARG,1804,7169250371.0
ARG,1805,2439522107.0
ARG,1806,22074616748.0
ARG,1901,15657425683.0
ARG,1902,8783437168.0
ARG,1903,89486029.0
