iso3_d,hs92,year,potential_market_size
AFG,3919,2024,11195772.0
AFG,3920,2020,278951772.0
AFG,3920,2024,31772420.0
AFG,3921,2020,33885271.0
AFG,3921,2024,8633164.0
AFG,3922,2020,14177190.0
AFG,3922,2024,1870168.0
AFG,3923,2020,506649070.0
AFG,3923,2024,24772048.0
AFG,3924,2020,421740784.0
AFG,3924,2024,130008252.0
AFG,3925,2020,23279830.0
AFG,3925,2024,2703996.0
AFG,3926,2020,487851810.0
AFG,3926,2024,246652077.0
AFG,4001,2020,2721.0
AFG,4002,2020,10865589.0
AFG,4002,2024,1427004.0
AFG,4004,2020,256028.0
AFG,4004,2024,143348.0
AFG,4005,2020,46074.0
AFG,4005,2024,32412.0
AFG,4006,2020,24729.0
AFG,4007,2020,42089.0
AFG,4007,2024,71538.0
AFG,4008,2020,651084.0
AFG,4008,2024,112016.0
AFG,4009,2020,8256970.0
AFG,4009,2024,997965.0
AFG,4010,2020,9260310.0
AFG,4010,2024,3424040.0
AFG,4011,2020,4153741047.0
AFG,4011,2024,2198284500.0
AFG,4012,2020,105619822.0
AFG,4012,2024,3253900.0
AFG,4013,2020,62019117.0
AFG,4013,2024,32525928.0
AFG,4014,2020,8142462.0
AFG,4014,2024,2905235.0
AFG,4015,2020,54743948.0
AFG,4015,2024,16726845.0
AFG,4016,2020,79356537.0
AFG,4016,2024,9091747.0
AFG,4017,2020,4399.0
AFG,4101,2020,0.0
AFG,4101,2024,0.0
AFG,4102,2020,30633.0
AFG,4102,2024,0.0
AFG,4103,2024,0.0
AFG,4104,2020,0.0
AFG,4104,2024,13250.0
AFG,4105,2020,0.0
AFG,4105,2024,0.0
AFG,4111,2020,8016.0
AFG,4111,2024,0.0
AFG,4201,2020,56817.0
AFG,4201,2024,199820.0
AFG,4202,2020,137022017.0
AFG,4202,2024,108437344.0
AFG,4203,2020,2825988.0
AFG,4203,2024,345248.0
AFG,4204,2020,2398.0
AFG,4205,2020,199956.0
AFG,4205,2024,17089.0
AFG,4301,2020,0.0
AFG,4301,2024,0.0
AFG,4302,2020,0.0
AFG,4302,2024,0.0
AFG,4303,2020,0.0
AFG,4303,2024,6884.0
AFG,4304,2020,0.0
AFG,4401,2020,62708.0
AFG,4401,2024,0.0
AFG,4402,2020,3037340.0
AFG,4402,2024,2942.0
AFG,4403,2020,1068685.0
AFG,4403,2024,49215.0
AFG,4404,2020,1397.0
AFG,4405,2020,11861.0
AFG,4407,2020,102575648.0
AFG,4407,2024,0.0
AFG,4408,2020,941048.0
AFG,4408,2024,0.0
AFG,4409,2020,326444.0
AFG,4409,2024,174078.0
AFG,4410,2020,13407312.0
AFG,4410,2024,5569997.0
AFG,4411,2020,252708180.0
AFG,4411,2024,63265762.0
AFG,4412,2020,41290550.0
AFG,4412,2024,3117700.0
AFG,4413,2020,720102.0
AFG,4413,2024,6435.0
AFG,4414,2020,112660.0
AFG,4414,2024,3996.0
AFG,4415,2020,203904.0
AFG,4415,2024,60692.0
AFG,4417,2020,37426.0
AFG,4418,2020,4880952.0
AFG,4418,2024,190535.0
AFG,4419,2020,950520.0
AFG,4419,2024,21962.0
AFG,4420,2020,384390.0
AFG,4420,2024,8494.0
AFG,4421,2020,3840235.0
AFG,4421,2024,820472.0
AFG,4501,2020,1850.0
AFG,4502,2020,11226.0
AFG,4503,2020,196560.0
AFG,4504,2020,582176.0
AFG,4504,2024,0.0
AFG,4601,2020,56608.0
AFG,4601,2024,21875.0
AFG,4602,2020,1716136.0
AFG,4602,2024,1615765.0
AFG,4703,2020,97839.0
AFG,4703,2024,6904888.0
AFG,4706,2020,16287.0
AFG,4707,2020,291284.0
AFG,4707,2024,954772.0
AFG,4801,2020,71366.0
AFG,4801,2024,10024.0
AFG,4802,2020,21004688.0
AFG,4802,2024,3699411.0
AFG,4803,2020,36355632.0
AFG,4803,2024,3735294.0
AFG,4804,2020,30447975.0
AFG,4804,2024,826049.0
AFG,4805,2020,26948990.0
AFG,4805,2024,3432123.0
AFG,4806,2020,107588.0
AFG,4806,2024,0.0
AFG,4807,2020,1537070.0
AFG,4807,2024,0.0
AFG,4808,2020,188991.0
AFG,4808,2024,0.0
AFG,4809,2020,10701.0
AFG,4809,2024,1580.0
AFG,4810,2020,13078432.0
AFG,4810,2024,6112458.0
AFG,4811,2020,25078716.0
AFG,4811,2024,23393415.0
AFG,4813,2020,9149364.0
AFG,4814,2020,1315119.0
AFG,4814,2024,0.0
AFG,4815,2020,340640.0
AFG,4815,2024,333528.0
AFG,4816,2020,1444.0
AFG,4816,2024,3616.0
AFG,4817,2020,438384.0
AFG,4817,2024,0.0
AFG,4818,2020,106471458.0
AFG,4818,2024,19045656.0
AFG,4819,2020,75837762.0
AFG,4819,2024,7011666.0
AFG,4820,2020,396834375.0
AFG,4820,2024,46029800.0
AFG,4821,2020,2705754.0
AFG,4821,2024,143187.0
AFG,4822,2020,11512.0
AFG,4822,2024,87430.0
AFG,4823,2020,74533840.0
AFG,4823,2024,9320278.0
AFG,4901,2020,72312936.0
AFG,4901,2024,1049760.0
AFG,4902,2020,36806.0
AFG,4902,2024,0.0
AFG,4903,2020,1461.0
AFG,4903,2024,31028.0
AFG,4905,2020,84722.0
AFG,4907,2020,236388.0
AFG,4907,2024,77096.0
AFG,4908,2020,7580.0
AFG,4908,2024,97182.0
AFG,4909,2020,73323.0
AFG,4909,2024,29404.0
AFG,4910,2020,112352.0
AFG,4910,2024,2524.0
AFG,4911,2020,84080800.0
AFG,4911,2024,5602494.0
AFG,5001,2020,0.0
AFG,5002,2020,271567.0
AFG,5002,2024,110954.0
AFG,5003,2020,1001545.0
AFG,5004,2024,30581.0
