location,product,rca_transformation,time,diversity,ubiquity,mcp,eci,pci,density,coi,cog,rca,density_percentile
ARG,0101,0.6840538464083391,2024,205.7129701190005,17.65827827966765,0.6840538464083391,0.160719181789105,1.3524460027000171,0.17737501885202764,0.6663535028316258,0.14569830863352054,2.1650962945174275,0.6153846153846154
ARG,0102,0.004196030756474943,2024,205.7129701190005,35.281951937767005,0.004196030756474943,0.160719181789105,-0.38420387186475713,0.19626410517078446,0.6663535028316258,0.19363407011229555,0.004213711620031512,0.5664335664335665
ARG,0103,0.0030014819651271014,2024,205.7129701190005,14.452012323041401,0.0030014819651271014,0.160719181789105,2.8168168058127536,0.16139214680644318,0.6663535028316258,0.5571050459381549,0.0030105179805514177,0.5734265734265734
ARG,0104,0.004387747718268319,2024,205.7129701190005,27.502449232967134,0.004387747718268319,0.160719181789105,-1.9241546788025676,0.19508008884784245,0.6663535028316258,0.05326252915767976,0.004407084894960396,0.5664335664335665
ARG,0105,0.126680782905069,2024,205.7129701190005,32.43574626916255,0.126680782905069,0.160719181789105,0.09113189440297274,0.18585345555694976,0.6663535028316258,0.2348228095996851,0.14505667621338814,0.5524475524475524
ARG,0106,0.1659279427167998,2024,205.7129701190005,43.59199940764509,0.1659279427167998,0.160719181789105,-1.4283392665032428,0.19314642042761998,0.6663535028316258,0.034416446984388754,0.19893717966919106,0.5384615384615384
ARG,0201,0.9011852968635666,2024,205.7129701190005,26.99283192672857,0.9011852968635666,0.160719181789105,0.4169061311839944,0.20084155487808406,0.6663535028316258,0.030271535872576926,9.119951467336808,0.6293706293706294
ARG,0202,0.9449232681929154,2024,205.7129701190005,23.04545162714708,0.9449232681929154,0.160719181789105,-0.5660858684869,0.2147684280859919,0.6663535028316258,0.008588211146681814,17.1564876344273,0.6363636363636364
ARG,0203,0.0567874321978079,2024,205.7129701190005,16.87019361847838,0.0567874321978079,0.160719181789105,2.298291799397395,0.17174430983758043,0.6663535028316258,0.5332405623293984,0.060206398998828015,0.6083916083916084
ARG,0204,0.37661766394424917,2024,205.7129701190005,21.338465892363843,0.37661766394424917,0.160719181789105,-1.2862287865526805,0.197204090556318,0.6663535028316258,0.06518004607559963,0.6041519660745845,0.6153846153846154
ARG,0205,0.9743813988301855,2024,205.7129701190005,15.73499244962234,0.9743813988301855,0.160719181789105,0.11291628641623389,0.19494203737047694,0.6663535028316258,0.008481793470668098,38.03413747579108,0.6503496503496503
ARG,0206,0.8071515417481119,2024,205.7129701190005,25.713717206841494,0.8071515417481119,0.160719181789105,0.5262644197401868,0.19880559430293182,0.6663535028316258,0.06347598110604079,4.185418691259924,0.6153846153846154
ARG,0207,0.5940710119306288,2024,205.7129701190005,28.77705872966085,0.5940710119306288,0.160719181789105,1.0048757442624672,0.19169983830912948,0.6663535028316258,0.1454948073824932,1.463485066085266,0.5874125874125874
ARG,0208,0.3963860912988804,2024,205.7129701190005,22.96297858940537,0.3963860912988804,0.160719181789105,1.6437685435115732,0.1729234401488938,0.6663535028316258,0.30182386513230425,0.6566881338964502,0.5734265734265734
ARG,0209,0.3591750084820469,2024,205.7129701190005,20.965404200149937,0.3591750084820469,0.160719181789105,2.244572579012422,0.1765064455813806,0.6663535028316258,0.3768454470695714,0.5604884535343289,0.5944055944055944
